Species 1 Gene ID	Species 1 Protein ID	Species 1 Gene Name	Species 2 Gene ID	Species 2 Protein ID	Species 2 Gene NameENSDARG00000063344	ENSDARP00000123357	fam162a	ENSPKIG00000025151	ENSPKIP00000010427	fam162a
ENSDARG00000018921	ENSDARP00000020319	lratd1	ENSPKIG00000012666	ENSPKIP00000032656	lratd1
ENSDARG00000070952	ENSDARP00000095378	fam131ba	ENSPKIG00000025259	ENSPKIP00000010615	fam131bb
ENSDARG00000104470	ENSDARP00000140737	syngr2b	ENSPKIG00000007758	ENSPKIP00000024548	SYNGR2
ENSDARG00000093498	ENSDARP00000098404	macir	ENSPKIG00000024934	ENSPKIP00000010081	macir
ENSDARG00000058962	ENSDARP00000076383	txnl4b	ENSPKIG00000024832	ENSPKIP00000009924	txnl4b
ENSDARG00000077377	ENSDARP00000108941	prima1	ENSPKIG00000005254	ENSPKIP00000020494	prima1
ENSDARG00000020527	ENSDARP00000113639	nup62l	ENSPKIG00000021980	ENSPKIP00000005230	nup62l
ENSDARG00000007398	ENSDARP00000033785	lrrk1	ENSPKIG00000017382	ENSPKIP00000040475	lrrk1
ENSDARG00000092677	ENSDARP00000116578	coa6	ENSPKIG00000001008	ENSPKIP00000013652	coa6
ENSDARG00000069815	ENSDARP00000092673	dnali1	ENSPKIG00000005377	ENSPKIP00000020701	dnali1
ENSDARG00000037174	ENSDARP00000054061	nek12	ENSPKIG00000022196	ENSPKIP00000005573	nek12
ENSDARG00000006604	ENSDARP00000121706	nectin3b	ENSPKIG00000013383	ENSPKIP00000033810	
ENSDARG00000093044	ENSDARP00000114560	si:ch211-161h7.5	ENSPKIG00000006947	ENSPKIP00000023254	si:dkey-29d8.3
ENSDARG00000033450	ENSDARP00000001288	nkap	ENSPKIG00000019447	ENSPKIP00000000990	
ENSDARG00000002728	ENSDARP00000107676	kiss1ra	ENSPKIG00000011185	ENSPKIP00000030808	
ENSDARG00000104034	ENSDARP00000141926	arid3b	ENSPKIG00000019662	ENSPKIP00000001338	arid3b
ENSDARG00000058425	ENSDARP00000039450	rab35b	ENSPKIG00000025079	ENSPKIP00000010315	rab35b
ENSDARG00000036386	ENSDARP00000052861	rbm4.1	ENSPKIG00000020805	ENSPKIP00000003188	rbm4.1
ENSDARG00000017886	ENSDARP00000101599	zbtb11	ENSPKIG00000010269	ENSPKIP00000028763	zbtb11
ENSDARG00000019707	ENSDARP00000090309	spout1	ENSPKIG00000025099	ENSPKIP00000010349	spout1
ENSDARG00000055630	ENSDARP00000127073	foxh1	ENSPKIG00000006628	ENSPKIP00000022752	foxh1
ENSDARG00000022176	ENSDARP00000154118	iglon5	ENSPKIG00000000081	ENSPKIP00000012208	iglon5
ENSDARG00000090156	ENSDARP00000104922	pttg1ipa	ENSPKIG00000004144	ENSPKIP00000018650	
ENSDARG00000094887	ENSDARP00000113972	si:ch211-170d8.2	ENSPKIG00000025178	ENSPKIP00000010462	si:ch211-170d8.2
ENSDARG00000051858	ENSDARP00000068063	ccdc33	ENSPKIG00000013876	ENSPKIP00000034618	ccdc33
ENSDARG00000078105	ENSDARP00000098526	depdc5	ENSPKIG00000022014	ENSPKIP00000005334	depdc5
ENSDARG00000054606	ENSDARP00000071305	mrpl1	ENSPKIG00000019299	ENSPKIP00000000751	mrpl1
ENSDARG00000057676	ENSDARP00000074845	golga7	ENSPKIG00000000067	ENSPKIP00000012184	GOLGA7
ENSDARG00000052016	ENSDARP00000139590	cabp2a	ENSPKIG00000015994	ENSPKIP00000038078	cabp2a
ENSDARG00000038112	ENSDARP00000055562	si:dkeyp-59c12.1	ENSPKIG00000000406	ENSPKIP00000012684	si:dkeyp-59c12.1
ENSDARG00000056873	ENSDARP00000073905	and3	ENSPKIG00000002692	ENSPKIP00000016317	and3
ENSDARG00000043396	ENSDARP00000063705	fndc4a	ENSPKIG00000004661	ENSPKIP00000019534	fndc4a
ENSDARG00000011299	ENSDARP00000102207	blzf1	ENSPKIG00000008931	ENSPKIP00000026443	blzf1
ENSDARG00000087388	ENSDARP00000117272	si:dkey-29b11.3	ENSPKIG00000012928	ENSPKIP00000033090	si:dkey-29b11.3
ENSDARG00000012025	ENSDARP00000022497	hs6st2	ENSPKIG00000021099	ENSPKIP00000003701	hs6st2
ENSDARG00000014692	ENSDARP00000014151	znf622	ENSPKIG00000008000	ENSPKIP00000024946	znf622
ENSDARG00000036833	ENSDARP00000053472	upp2	ENSPKIG00000012309	ENSPKIP00000032070	upp2
ENSDARG00000008735	ENSDARP00000143820	atp6ap2	ENSPKIG00000012713	ENSPKIP00000032751	atp6ap2
ENSDARG00000015966	ENSDARP00000112899	yaf2	ENSPKIG00000021482	ENSPKIP00000004332	YAF2
ENSDARG00000026762	ENSDARP00000036397	hycc1	ENSPKIG00000022480	ENSPKIP00000006048	hycc1
ENSDARG00000021201	ENSDARP00000022555	noto	ENSPKIG00000004701	ENSPKIP00000019593	noto
ENSDARG00000086189	ENSDARP00000124104	mgp	ENSPKIG00000006797	ENSPKIP00000022993	
ENSDARG00000101385	ENSDARP00000130264	f8	ENSPKIG00000017243	ENSPKIP00000040176	
ENSDARG00000088251	ENSDARP00000109456	igldcp	ENSPKIG00000006455	ENSPKIP00000022459	
ENSDARG00000011026	ENSDARP00000017010	zgc:92907	ENSPKIG00000021007	ENSPKIP00000003544	zgc:92907
ENSDARG00000052104	ENSDARP00000106508	atg4b	ENSPKIG00000002856	ENSPKIP00000016602	atg4b
ENSDARG00000008174	ENSDARP00000101854	hoxb1a	ENSPKIG00000000454	ENSPKIP00000012759	hoxb1a
ENSDARG00000075974	ENSDARP00000116770	si:dkey-258f14.3	ENSPKIG00000008124	ENSPKIP00000025147	
ENSDARG00000013533	ENSDARP00000008458	hoxb4a	ENSPKIG00000000416	ENSPKIP00000012704	hoxb4a
ENSDARG00000016412	ENSDARP00000017923	agt	ENSPKIG00000005959	ENSPKIP00000021625	agt
ENSDARG00000103712	ENSDARP00000139196	plpp7a	ENSPKIG00000018871	ENSPKIP00000000052	PLPP7
ENSDARG00000039820	ENSDARP00000117055	mea1	ENSPKIG00000009678	ENSPKIP00000027751	mea1
ENSDARG00000003127	ENSDARP00000152044	zgc:123105	ENSPKIG00000019097	ENSPKIP00000000422	zgc:123105
ENSDARG00000056027	ENSDARP00000046637	hoxb8a	ENSPKIG00000000388	ENSPKIP00000012662	hoxb8b
ENSDARG00000038845	ENSDARP00000056720	ldhd	ENSPKIG00000015311	ENSPKIP00000036966	ldhd
ENSDARG00000007127	ENSDARP00000018064	acat2	ENSPKIG00000022793	ENSPKIP00000006574	acat2
ENSDARG00000060767	ENSDARP00000080411	smg7	ENSPKIG00000007242	ENSPKIP00000023776	smg7
ENSDARG00000038980	ENSDARP00000056898	txndc12	ENSPKIG00000008934	ENSPKIP00000026473	txndc12
ENSDARG00000079280	ENSDARP00000150008	dhrsx	ENSPKIG00000010669	ENSPKIP00000029421	DHRSX
ENSDARG00000034048	ENSDARP00000049035	zgc:92275	ENSPKIG00000012075	ENSPKIP00000031702	zgc:92275
ENSDARG00000010681	ENSDARP00000122743	tjap1	ENSPKIG00000009733	ENSPKIP00000027865	tjap1
ENSDARG00000025899	ENSDARP00000034835	pnx	ENSPKIG00000019204	ENSPKIP00000000602	pnx
ENSDARG00000056743	ENSDARP00000073748	cavin4b	ENSPKIG00000017945	ENSPKIP00000041362	cavin4b
ENSDARG00000098441	ENSDARP00000130502	nars2	ENSPKIG00000015253	ENSPKIP00000036851	nars2
ENSDARG00000042925	ENSDARP00000063007	mfng	ENSPKIG00000005456	ENSPKIP00000020821	mfng
ENSDARG00000044562	ENSDARP00000034555	cycsb	ENSPKIG00000019914	ENSPKIP00000001734	cycsb
ENSDARG00000006316	ENSDARP00000006624	rpl23a	ENSPKIG00000013271	ENSPKIP00000033633	rpl23a
ENSDARG00000068856	ENSDARP00000090506	f2rl1.1	ENSPKIG00000018310	ENSPKIP00000041949	f2rl1.1
ENSDARG00000067752	ENSDARP00000088351	pigl	ENSPKIG00000019311	ENSPKIP00000000760	pigl
ENSDARG00000017882	ENSDARP00000003828	rdh1	ENSPKIG00000000349	ENSPKIP00000012611	rdh1
ENSDARG00000059804	ENSDARP00000105943	retreg3	ENSPKIG00000019157	ENSPKIP00000000520	retreg3
ENSDARG00000040137	ENSDARP00000058706	jdp2a	ENSPKIG00000021990	ENSPKIP00000005225	jdp2b
ENSDARG00000019861	ENSDARP00000023829	fgl2a	ENSPKIG00000020649	ENSPKIP00000002938	fgl2a
ENSDARG00000053509	ENSDARP00000070032	kazald3	ENSPKIG00000024942	ENSPKIP00000010091	kazald3
ENSDARG00000098118	ENSDARP00000141091	trappc10	ENSPKIG00000002787	ENSPKIP00000016520	trappc10
ENSDARG00000088929	ENSDARP00000124163	ypel5	ENSPKIG00000022624	ENSPKIP00000006275	ypel5
ENSDARG00000078075	ENSDARP00000129179	ilrun	ENSPKIG00000001636	ENSPKIP00000014640	ilrun
ENSDARG00000100899	ENSDARP00000134264	si:ch211-241b2.5	ENSPKIG00000020916	ENSPKIP00000003389	
ENSDARG00000075347	ENSDARP00000099431	chfr	ENSPKIG00000009865	ENSPKIP00000028158	chfr
ENSDARG00000030215	ENSDARP00000049044	matn1	ENSPKIG00000010387	ENSPKIP00000028964	matn1
ENSDARG00000008306	ENSDARP00000107807	rdh5	ENSPKIG00000024770	ENSPKIP00000009810	rdh5
ENSDARG00000043135	ENSDARP00000063332	pomca	ENSPKIG00000004128	ENSPKIP00000018612	pomca
ENSDARG00000060215	ENSDARP00000119133	cep85	ENSPKIG00000022345	ENSPKIP00000005812	cep85
ENSDARG00000089837	ENSDARP00000108605	slc35d2	ENSPKIG00000017832	ENSPKIP00000041186	slc35d2
ENSDARG00000038567	ENSDARP00000056302	tsr3	ENSPKIG00000006943	ENSPKIP00000023236	tsr3
ENSDARG00000042671	ENSDARP00000062590	odr4	ENSPKIG00000016551	ENSPKIP00000039239	odr4
ENSDARG00000026611	ENSDARP00000096314	socs3b	ENSPKIG00000013300	ENSPKIP00000033699	socs3a
ENSDARG00000003132	ENSDARP00000027609	apip	ENSPKIG00000013406	ENSPKIP00000033848	APIP
ENSDARG00000016570	ENSDARP00000111484	prlra	ENSPKIG00000005991	ENSPKIP00000021685	PRLR
ENSDARG00000099814	ENSDARP00000138208	fbxo46	ENSPKIG00000000321	ENSPKIP00000012578	fbxo46
ENSDARG00000009544	ENSDARP00000013958	cldnb	ENSPKIG00000018251	ENSPKIP00000041867	cldnb
ENSDARG00000103149	ENSDARP00000137474	cog6	ENSPKIG00000002612	ENSPKIP00000016208	cog6
ENSDARG00000037928	ENSDARP00000108493	ddx42	ENSPKIG00000002901	ENSPKIP00000016715	ddx42
ENSDARG00000039649	ENSDARP00000122353	mtif3	ENSPKIG00000018672	ENSPKIP00000011681	mtif3
ENSDARG00000013438	ENSDARP00000022576	sycp3	ENSPKIG00000003873	ENSPKIP00000018229	sycp3
ENSDARG00000070929	ENSDARP00000095305	sox14	ENSPKIG00000002287	ENSPKIP00000015640	sox14
ENSDARG00000004130	ENSDARP00000019792	mvk	ENSPKIG00000024989	ENSPKIP00000010169	mvk
ENSDARG00000030914	ENSDARP00000048830	tmem120aa	ENSPKIG00000014564	ENSPKIP00000035784	tmem120aa
ENSDARG00000013726	ENSDARP00000014260	ap4b1	ENSPKIG00000012057	ENSPKIP00000031684	ap4b1
ENSDARG00000075437	ENSDARP00000089171	shc1	ENSPKIG00000008043	ENSPKIP00000025036	shc1
ENSDARG00000090086	ENSDARP00000111631	rab11bb	ENSPKIG00000011640	ENSPKIP00000030972	rab11bb
ENSDARG00000041702	ENSDARP00000116051	rfx6	ENSPKIG00000014493	ENSPKIP00000035597	rfx6
ENSDARG00000076406	ENSDARP00000102576	ggcta	ENSPKIG00000021643	ENSPKIP00000004601	ggcta
ENSDARG00000042041	ENSDARP00000124306	tal2	ENSPKIG00000000145	ENSPKIP00000012300	tal2
ENSDARG00000024844	ENSDARP00000111552	max	ENSPKIG00000001708	ENSPKIP00000014755	max
ENSDARG00000045542	ENSDARP00000115287	lamtor4	ENSPKIG00000025377	ENSPKIP00000010804	lamtor4
ENSDARG00000076541	ENSDARP00000098343	clec3ba	ENSPKIG00000021507	ENSPKIP00000004366	clec3bb
ENSDARG00000023396	ENSDARP00000030870	atg5	ENSPKIG00000012978	ENSPKIP00000033166	atg5
ENSDARG00000038489	ENSDARP00000056168	b3gnt7	ENSPKIG00000002643	ENSPKIP00000016234	b3gnt7
ENSDARG00000035862	ENSDARP00000052066	insl3	ENSPKIG00000009751	ENSPKIP00000027882	
ENSDARG00000071378	ENSDARP00000096258	micos13	ENSPKIG00000024626	ENSPKIP00000009581	micos13
ENSDARG00000055589	ENSDARP00000072444	s100t	ENSPKIG00000023515	ENSPKIP00000007725	s100t
ENSDARG00000062359	ENSDARP00000123929	scn3b	ENSPKIG00000005172	ENSPKIP00000020359	SCN3B
ENSDARG00000070046	ENSDARP00000093259	eny2	ENSPKIG00000014542	ENSPKIP00000035695	ENY2
ENSDARG00000032340	ENSDARP00000042157	serhl	ENSPKIG00000002097	ENSPKIP00000015342	serhl
ENSDARG00000040338	ENSDARP00000059027	hvcn1	ENSPKIG00000015957	ENSPKIP00000037986	hvcn1
ENSDARG00000062855	ENSDARP00000106435	plekhg7	ENSPKIG00000025485	ENSPKIP00000010990	plekhg7
ENSDARG00000060176	ENSDARP00000142268	trmt10b	ENSPKIG00000015763	ENSPKIP00000037681	trmt10b
ENSDARG00000062083	ENSDARP00000083772	dph7	ENSPKIG00000024878	ENSPKIP00000009988	dph7
ENSDARG00000021975	ENSDARP00000039045	ginm1	ENSPKIG00000019780	ENSPKIP00000001513	ginm1
ENSDARG00000005454	ENSDARP00000022481	tacc3	ENSPKIG00000018717	ENSPKIP00000011750	tacc3
ENSDARG00000076330	ENSDARP00000102008	dusp12	ENSPKIG00000016247	ENSPKIP00000038505	dusp12
ENSDARG00000060316	ENSDARP00000079296	cisha	ENSPKIG00000013193	ENSPKIP00000033496	CISH
ENSDARG00000079158	ENSDARP00000101504	thpo	ENSPKIG00000013931	ENSPKIP00000034693	thpo
ENSDARG00000025350	ENSDARP00000040396	prdx2	ENSPKIG00000008169	ENSPKIP00000025219	
ENSDARG00000061508	ENSDARP00000082230	tgfbrap1	ENSPKIG00000011847	ENSPKIP00000031351	tgfbrap1
ENSDARG00000010149	ENSDARP00000027947	atp5fa1	ENSPKIG00000020441	ENSPKIP00000002633	atp5fa1
ENSDARG00000056037	ENSDARP00000114971	itih6	ENSPKIG00000024491	ENSPKIP00000009358	itih6
ENSDARG00000039887	ENSDARP00000121339	c1qbp	ENSPKIG00000017376	ENSPKIP00000040385	c1qbp
ENSDARG00000078767	ENSDARP00000103910	yeats2	ENSPKIG00000014684	ENSPKIP00000035928	yeats2
ENSDARG00000070403	ENSDARP00000094043	ntaq1	ENSPKIG00000024731	ENSPKIP00000009742	ntaq1
ENSDARG00000003270	ENSDARP00000068557	dhps	ENSPKIG00000004683	ENSPKIP00000019574	dhps
ENSDARG00000036743	ENSDARP00000134506	nitr7a	ENSPKIG00000023516	ENSPKIP00000007727	
ENSDARG00000007444	ENSDARP00000015953	ift81	ENSPKIG00000006715	ENSPKIP00000022897	ift81
ENSDARG00000070222	ENSDARP00000093655	fam43b	ENSPKIG00000008376	ENSPKIP00000025535	fam43b
ENSDARG00000036305	ENSDARP00000133597	phf23b	ENSPKIG00000001497	ENSPKIP00000014429	PHF23
ENSDARG00000052271	ENSDARP00000120263	slc67a1	ENSPKIG00000014108	ENSPKIP00000034975	slc67a1
ENSDARG00000058090	ENSDARP00000075344	cfap57	ENSPKIG00000015827	ENSPKIP00000037806	cfap57
ENSDARG00000022129	ENSDARP00000117497	rbm4.3	ENSPKIG00000007001	ENSPKIP00000023319	rbm4.3
ENSDARG00000052379	ENSDARP00000090542	ccdc22	ENSPKIG00000011235	ENSPKIP00000030336	ccdc22
ENSDARG00000009123	ENSDARP00000114330	sele	ENSPKIG00000016345	ENSPKIP00000038662	
ENSDARG00000002847	ENSDARP00000013881	fndc1	ENSPKIG00000022686	ENSPKIP00000006390	fndc1
ENSDARG00000078147	ENSDARP00000098423	il10	ENSPKIG00000004527	ENSPKIP00000019300	il10
ENSDARG00000023031	ENSDARP00000023072	hoxa2b	ENSPKIG00000000322	ENSPKIP00000012573	
ENSDARG00000059689	ENSDARP00000077664	mblac2	ENSPKIG00000012746	ENSPKIP00000032790	mblac2
ENSDARG00000012788	ENSDARP00000006410	foxa3	ENSPKIG00000005386	ENSPKIP00000020709	foxa3
ENSDARG00000043394	ENSDARP00000145179	si:dkey-71h2.2	ENSPKIG00000004699	ENSPKIP00000019591	si:dkey-71h2.2
ENSDARG00000067717	ENSDARP00000135944	tomm7	ENSPKIG00000022505	ENSPKIP00000006076	TOMM7
ENSDARG00000035005	ENSDARP00000049683	bag2	ENSPKIG00000024318	ENSPKIP00000009070	bag2
ENSDARG00000063195	ENSDARP00000086537	pxk	ENSPKIG00000025263	ENSPKIP00000010619	pxk
ENSDARG00000018432	ENSDARP00000018076	m6pr	ENSPKIG00000020721	ENSPKIP00000003061	m6pr
ENSDARG00000061462	ENSDARP00000123178	vwa7	ENSPKIG00000011785	ENSPKIP00000031205	vwa7
ENSDARG00000058323	ENSDARP00000129430	tmbim1a	ENSPKIG00000025649	ENSPKIP00000011938	tmbim1b
ENSDARG00000039482	ENSDARP00000057685	calhm2.1	ENSPKIG00000002024	ENSPKIP00000015235	calhm2.1
ENSDARG00000105594	ENSDARP00000142851	si:dkey-23i12.11	ENSPKIG00000024902	ENSPKIP00000010021	MAJIN
ENSDARG00000070094	ENSDARP00000093359	sytl1	ENSPKIG00000022115	ENSPKIP00000005434	sytl1
ENSDARG00000041113	ENSDARP00000060250	wdr18	ENSPKIG00000005770	ENSPKIP00000021335	wdr18
ENSDARG00000014474	ENSDARP00000005280	yipf1	ENSPKIG00000010413	ENSPKIP00000028994	yipf1
ENSDARG00000015576	ENSDARP00000009775	itprip	ENSPKIG00000001965	ENSPKIP00000015145	itprip
ENSDARG00000070702	ENSDARP00000117991	s100v2	ENSPKIG00000001138	ENSPKIP00000013868	
ENSDARG00000100968	ENSDARP00000152089	si:ch211-1a19.3	ENSPKIG00000005851	ENSPKIP00000021448	si:ch211-1a19.3
ENSDARG00000017444	ENSDARP00000141662	hal	ENSPKIG00000021860	ENSPKIP00000005018	hal
ENSDARG00000077468	ENSDARP00000129281	si:ch73-206p6.1	ENSPKIG00000009675	ENSPKIP00000027737	si:ch73-206p6.1
ENSDARG00000004173	ENSDARP00000048276	copa	ENSPKIG00000007692	ENSPKIP00000024511	copa
ENSDARG00000041292	ENSDARP00000060521	si:ch211-231m23.4	ENSPKIG00000023657	ENSPKIP00000007958	si:ch211-231m23.4
ENSDARG00000032535	ENSDARP00000040803	praf2	ENSPKIG00000008455	ENSPKIP00000025668	praf2
ENSDARG00000009982	ENSDARP00000017054	fam199x	ENSPKIG00000014533	ENSPKIP00000035706	fam199x
ENSDARG00000054026	ENSDARP00000070638	mustn1a	ENSPKIG00000025285	ENSPKIP00000010656	MUSTN1
ENSDARG00000053138	ENSDARP00000069614	lrrc47	ENSPKIG00000012128	ENSPKIP00000031770	lrrc47
ENSDARG00000016089	ENSDARP00000007564	bicral	ENSPKIG00000003292	ENSPKIP00000017336	bicral
ENSDARG00000036995	ENSDARP00000053772	lsm6	ENSPKIG00000016176	ENSPKIP00000038373	lsm6
ENSDARG00000104823	ENSDARP00000132889	znf648	ENSPKIG00000005276	ENSPKIP00000020539	znf648
ENSDARG00000071040	ENSDARP00000095554	smim8	ENSPKIG00000017672	ENSPKIP00000040877	smim8
ENSDARG00000103124	ENSDARP00000137100	slc35f4	ENSPKIG00000001699	ENSPKIP00000014743	slc35f4
ENSDARG00000068286	ENSDARP00000089472	slc7a4	ENSPKIG00000022848	ENSPKIP00000006659	slc7a4
ENSDARG00000045016	ENSDARP00000066178	npffl	ENSPKIG00000001314	ENSPKIP00000014123	npffl
ENSDARG00000012453	ENSDARP00000026663	rnls	ENSPKIG00000025034	ENSPKIP00000010236	rnls
ENSDARG00000002304	ENSDARP00000035433	gins2	ENSPKIG00000000343	ENSPKIP00000012605	gins2
ENSDARG00000075463	ENSDARP00000100427	mss51	ENSPKIG00000007982	ENSPKIP00000024940	mss51
ENSDARG00000055294	ENSDARP00000105581	atoh1a	ENSPKIG00000017085	ENSPKIP00000039898	atoh1a
ENSDARG00000028899	ENSDARP00000049009	tekt4	ENSPKIG00000002264	ENSPKIP00000015606	tekt4
ENSDARG00000041041	ENSDARP00000122984	cxcr3.2	ENSPKIG00000020831	ENSPKIP00000003227	cxcr3.2
ENSDARG00000035329	ENSDARP00000020352	capns1a	ENSPKIG00000015255	ENSPKIP00000036830	capns1b
ENSDARG00000089983	ENSDARP00000105578	si:ch73-109i22.2	ENSPKIG00000015137	ENSPKIP00000036658	
ENSDARG00000008502	ENSDARP00000004926	pno1	ENSPKIG00000004780	ENSPKIP00000019730	pno1
ENSDARG00000103588	ENSDARP00000136054	prrt2	ENSPKIG00000018312	ENSPKIP00000041958	prrt2
ENSDARG00000003068	ENSDARP00000004503	gorasp1a	ENSPKIG00000014356	ENSPKIP00000035379	GORASP1
ENSDARG00000057112	ENSDARP00000136432	gpr25	ENSPKIG00000024445	ENSPKIP00000009258	gpr25
ENSDARG00000091001	ENSDARP00000106394	mycbp	ENSPKIG00000000699	ENSPKIP00000013178	MYCBP
ENSDARG00000092160	ENSDARP00000119209	ferd3l	ENSPKIG00000025633	ENSPKIP00000011984	ferd3l
ENSDARG00000000887	ENSDARP00000001807	gtsf1	ENSPKIG00000017039	ENSPKIP00000039828	gtsf1
ENSDARG00000037176	ENSDARP00000105739	ggh	ENSPKIG00000008345	ENSPKIP00000025484	ggh
ENSDARG00000086302	ENSDARP00000106355	proser1	ENSPKIG00000021689	ENSPKIP00000004692	proser1
ENSDARG00000101378	ENSDARP00000137823	nadsyn1	ENSPKIG00000022645	ENSPKIP00000006342	nadsyn1
ENSDARG00000041400	ENSDARP00000119521	ndufa3	ENSPKIG00000011674	ENSPKIP00000031011	ndufa3
ENSDARG00000053959	ENSDARP00000070562	cdc42ep2	ENSPKIG00000019081	ENSPKIP00000000393	cdc42ep2
ENSDARG00000058351	ENSDARP00000127527	tapbpl	ENSPKIG00000007806	ENSPKIP00000024665	tapbpl
ENSDARG00000001558	ENSDARP00000139775	kifc1	ENSPKIG00000020054	ENSPKIP00000001990	kifc1
ENSDARG00000070951	ENSDARP00000128816	hmga1b	ENSPKIG00000001356	ENSPKIP00000014202	hmga1a
ENSDARG00000093253	ENSDARP00000130274	slc33a2	ENSPKIG00000000410	ENSPKIP00000012696	slc33a2
ENSDARG00000075621	ENSDARP00000101794	birc5a	ENSPKIG00000013378	ENSPKIP00000033797	birc5a
ENSDARG00000010948	ENSDARP00000006884	kif11	ENSPKIG00000001508	ENSPKIP00000014452	kif11
ENSDARG00000102701	ENSDARP00000130607	eva1ba	ENSPKIG00000005092	ENSPKIP00000020244	EVA1B
ENSDARG00000042824	ENSDARP00000062853	nfe2l2a	ENSPKIG00000022873	ENSPKIP00000006713	nfe2l2a
ENSDARG00000089879	ENSDARP00000109003	soul5l	ENSPKIG00000010478	ENSPKIP00000029113	soul5l
ENSDARG00000008182	ENSDARP00000124091	si:ch73-111e15.1	ENSPKIG00000016340	ENSPKIP00000038636	
ENSDARG00000079067	ENSDARP00000126941	mms19	ENSPKIG00000016111	ENSPKIP00000038280	mms19
ENSDARG00000075917	ENSDARP00000118525	cfap74	ENSPKIG00000012388	ENSPKIP00000032216	CFAP74
ENSDARG00000024895	ENSDARP00000028381	fam50a	ENSPKIG00000004275	ENSPKIP00000018894	FAM50B
ENSDARG00000071215	ENSDARP00000101116	palm3	ENSPKIG00000008909	ENSPKIP00000026397	
ENSDARG00000035735	ENSDARP00000051832	gsx1	ENSPKIG00000018655	ENSPKIP00000011658	
ENSDARG00000094303	ENSDARP00000120364	si:dkey-237j11.3	ENSPKIG00000010408	ENSPKIP00000028981	si:dkey-237j11.3
ENSDARG00000074807	ENSDARP00000122165	tbrg4	ENSPKIG00000022701	ENSPKIP00000006412	tbrg4
ENSDARG00000040884	ENSDARP00000095521	mxi1	ENSPKIG00000017147	ENSPKIP00000040010	mxi1
ENSDARG00000006094	ENSDARP00000061100	igf2r	ENSPKIG00000015510	ENSPKIP00000037340	igf2r
ENSDARG00000104227	ENSDARP00000132783	nop10	ENSPKIG00000011396	ENSPKIP00000030597	nop10
ENSDARG00000011602	ENSDARP00000122314	cracd	ENSPKIG00000008665	ENSPKIP00000026023	cracd
ENSDARG00000058451	ENSDARP00000107457	rpl6	ENSPKIG00000001407	ENSPKIP00000014286	rpl6
ENSDARG00000076703	ENSDARP00000118902	zfand4	ENSPKIG00000017848	ENSPKIP00000041264	zfand4
ENSDARG00000043483	ENSDARP00000063834	otx5	ENSPKIG00000000094	ENSPKIP00000012221	
ENSDARG00000006859	ENSDARP00000003013	nkain1	ENSPKIG00000010673	ENSPKIP00000029440	nkain1
ENSDARG00000009886	ENSDARP00000015024	rnf114	ENSPKIG00000005611	ENSPKIP00000021105	rnf114
ENSDARG00000102997	ENSDARP00000140362	rrn3	ENSPKIG00000020537	ENSPKIP00000002773	rrn3
ENSDARG00000027938	ENSDARP00000035402	rad18	ENSPKIG00000004607	ENSPKIP00000019427	rad18
ENSDARG00000103515	ENSDARP00000147274	vcana	ENSPKIG00000006325	ENSPKIP00000022245	
ENSDARG00000052158	ENSDARP00000123989	il23r	ENSPKIG00000015010	ENSPKIP00000036436	
ENSDARG00000070538	ENSDARP00000094416	hey1	ENSPKIG00000018533	ENSPKIP00000011447	hey1
ENSDARG00000058467	ENSDARP00000075769	prpf40a	ENSPKIG00000000102	ENSPKIP00000012237	prpf40a
ENSDARG00000104702	ENSDARP00000134519	cat	ENSPKIG00000012209	ENSPKIP00000031924	cat
ENSDARG00000061611	ENSDARP00000082476	si:dkey-85k7.11	ENSPKIG00000020380	ENSPKIP00000002515	
ENSDARG00000061580	ENSDARP00000116571	kctd7	ENSPKIG00000013797	ENSPKIP00000034486	kctd7
ENSDARG00000096739	ENSDARP00000127414	si:dkey-219e21.2	ENSPKIG00000005673	ENSPKIP00000021152	
ENSDARG00000075046	ENSDARP00000098392	rnf151	ENSPKIG00000000126	ENSPKIP00000012276	rnf151
ENSDARG00000077341	ENSDARP00000099187	ppp1r14c	ENSPKIG00000022914	ENSPKIP00000006761	ppp1r14c
ENSDARG00000041720	ENSDARP00000061143	arpc5la	ENSPKIG00000024028	ENSPKIP00000008607	ARPC5L
ENSDARG00000063661	ENSDARP00000116197	nuak2	ENSPKIG00000001753	ENSPKIP00000014818	nuak2
ENSDARG00000060522	ENSDARP00000079806	rfk	ENSPKIG00000019577	ENSPKIP00000001187	rfk
ENSDARG00000024443	ENSDARP00000039222	gnpda2	ENSPKIG00000000934	ENSPKIP00000013539	gnpda2
ENSDARG00000089974	ENSDARP00000129510	slc15a5	ENSPKIG00000021636	ENSPKIP00000004594	slc15a5
ENSDARG00000016200	ENSDARP00000036401	trib3	ENSPKIG00000016140	ENSPKIP00000038317	trib3
ENSDARG00000002264	ENSDARP00000013437	mrpl41	ENSPKIG00000024870	ENSPKIP00000009977	mrpl41
ENSDARG00000003084	ENSDARP00000031129	spire2	ENSPKIG00000004842	ENSPKIP00000019837	spire2
ENSDARG00000040747	ENSDARP00000095301	tm4sf4	ENSPKIG00000025489	ENSPKIP00000010996	tm4sf4
ENSDARG00000003968	ENSDARP00000019822	larp6b	ENSPKIG00000025605	ENSPKIP00000012048	larp6b
ENSDARG00000013667	ENSDARP00000109057	tbck	ENSPKIG00000012287	ENSPKIP00000032098	tbck
